NU_ANO;CO_UF_ESCOLA;SG_UF_ESCOLA;CO_MUNICIPIO_ESCOLA;NO_MUNICIPIO_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;NU_MEDIA_OBJ;NU_MEDIA_TOT;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_APROVACAO;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA
2010;33;RJ;3303302;Niterói;33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;4;1;53;;50;94.30;578.63;655.86;611.54;636.66;666.00;;;;;;93.20;6.80;0.00;De 31 a 60 alunos
2011;33;RJ;3303302;Niterói;33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;4;1;63;;51;80.95;566.57;581.21;609.82;670.51;671.76;;;;;;65.10;34.90;0.00;De 61 a 90 alunos
2012;33;RJ;3303302;Niterói;33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;4;1;65;;62;95.38;577.05;634.49;578.21;660.57;681.48;;;;;;92.30;7.10;0.60;De 61 a 90 alunos
2013;33;RJ;3303302;Niterói;33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;4;1;52;0;46;88.46;569.72;625.6;590.62;659.25;667.39;;;;67.80;;78.60;20.90;0.50;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;4;1;64;0;60;93.75;563.89;638.65;591.76;588.4;682.67;;;;74.40;71.67;78.20;21.80;0.00;De 61 a 90 alunos
2015;33;RJ;3303302;Niterói;33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;4;1;63;1;60;95.24;577.71;639.96;581;631.38;684.67;;;Grupo 6;73.50;85.00;89.40;10.60;0.00;De 61 a 90 alunos
2009;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;34;;29;85.30;594.88;598.33;612.76;583.24;646.43;;;;;;74.50;25.50;0.00;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;33;;28;84.80;572.55;635.67;603.51;643.13;682.14;;;;;;81.00;19.00;0.00;De 31 a 60 alunos
2011;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;39;;29;74.36;580.09;570.26;609.41;652.52;634.48;;;;;;86.00;14.00;0.00;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;43;0;42;97.67;568.54;610.98;582.74;623.6;644.76;;;;92.60;;84.90;15.10;0.00;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;33;0;29;87.88;589.05;626.55;597.06;604.9;731.72;;;;88.70;79.31;69.80;30.20;0.00;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33055890;COL NS DAS MERCES;4;1;40;0;37;92.50;576.67;630.41;594.58;565.24;718.38;;;Grupo 5;88.00;89.19;82.30;17.70;0.00;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;81;;73;90.10;648.17;645.65;629.88;652.55;682.61;;;;;;73.00;27.00;0.00;De 61 a 90 alunos
2010;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;76;;73;96.10;581.46;661.67;613.69;647.38;685.62;;;;;;75.90;24.10;0.00;De 61 a 90 alunos
2011;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;86;;56;65.12;582.94;587.61;614.24;663.54;664.29;;;;;;74.90;24.70;0.40;De 61 a 90 alunos
2012;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;79;;77;97.47;599.28;636.33;583.23;691.84;696.10;;;;;;70.00;30.00;0.00;De 61 a 90 alunos
2013;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;66;0;64;96.97;591.18;629.96;577.4;653.18;712.81;;;;75.50;;76.60;22.80;0.60;De 61 a 90 alunos
2014;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;47;0;45;95.74;579.77;632.47;586.97;585.03;714.67;;;;65.60;51.11;91.90;8.10;0.00;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33055920;COLEGIO MV I ICARAI;4;1;38;0;37;97.37;546.83;622.23;582.26;575.04;702.70;;;Grupo 5;59.50;64.86;83.00;17.00;0.00;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33055939;COLEGIO PLINIO LEITE;4;1;63;;58;92.10;546.98;555.68;538.11;528.89;628.51;;;;;;86.70;12.80;0.50;De 61 a 90 alunos
2010;33;RJ;3303302;Niterói;33055939;COLEGIO PLINIO LEITE;4;1;47;;47;100.00;535.56;595.74;578.13;592.62;673.40;;;;;;84.70;15.30;0.00;De 31 a 60 alunos
2011;33;RJ;3303302;Niterói;33055939;COLEGIO PLINIO LEITE;4;1;53;;45;84.91;544.55;538.13;586.55;631.25;655.56;;;;;;82.60;17.40;0.00;De 31 a 60 alunos
2012;33;RJ;3303302;Niterói;33055939;COLEGIO PLINIO LEITE;4;1;50;;49;98.00;544.9;588.7;545.58;621.58;665.31;;;;;;88.60;11.40;0.00;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33055939;COLEGIO PLINIO LEITE;4;1;28;0;28;100.00;544.61;580.7;571.98;624.63;698.57;;;;68.50;;90.60;9.40;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33055939;COLEGIO PLINIO LEITE;4;1;57;0;55;96.49;530.25;608.23;557.23;527.04;701.82;;;;70.70;87.27;94.00;6.00;0.00;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33055939;COLEGIO PLINIO LEITE;4;1;47;0;46;97.87;535.44;612.67;559.97;535.14;751.74;;;Grupo 5;70.50;84.78;90.80;9.20;0.00;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33055947;COLEGIO SALESIANO SANTA ROSA;4;1;279;;216;77.40;624.58;626.04;614.21;626.6;668.07;;;;;;91.40;8.50;0.10;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33055947;COLEGIO SALESIANO SANTA ROSA;4;1;216;;207;95.80;605.41;647.5;611.21;666.37;709.22;;;;;;86.00;13.90;0.10;Maior que 90 alunos
2011;33;RJ;3303302;Niterói;33055947;COLEGIO SALESIANO SANTA ROSA;4;1;208;;179;86.06;612.15;593.29;613.42;707.77;687.82;;;;;;94.10;5.90;0.00;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33055947;COLEGIO SALESIANO SANTA ROSA;4;1;212;;212;100.00;604.28;634.71;582.89;673.38;691.32;;;;;;91.90;8.10;0.00;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33055947;COLEGIO SALESIANO SANTA ROSA;4;1;171;0;165;96.49;613.87;636.3;589.89;664.8;695.03;;;;73.80;;92.70;7.30;0.00;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33055947;COLEGIO SALESIANO SANTA ROSA;4;1;182;0;176;96.70;590.53;622.1;582.91;616.22;682.52;;;;75.60;90.91;90.60;9.40;0.00;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33055947;COLEGIO SALESIANO SANTA ROSA;4;1;139;0;134;96.40;588.66;639.71;582.64;635.7;691.49;;;Grupo 6;72.60;82.84;87.00;13.00;0.00;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;147;;84;57.10;616.11;611.43;616.38;621.4;663.55;;;;;;83.00;17.00;0.00;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;95;;87;91.60;594.89;647.31;608.6;688.58;696.26;;;;;;90.40;9.60;0.00;Maior que 90 alunos
2011;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;92;;82;89.13;592.74;579.32;603.79;694.41;695.73;;;;;;90.30;9.70;0.00;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;80;0;76;95.00;598.54;634.01;587.15;665.35;679.74;;;;78.60;;89.10;10.90;0.00;De 61 a 90 alunos
2014;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;78;0;78;100.00;615.03;643.12;602.7;666.25;686.67;;;;85.40;91.03;88.90;11.10;0.00;De 61 a 90 alunos
2015;33;RJ;3303302;Niterói;33055955;COL SAO VICENTE DE PAULO;4;1;61;0;58;95.08;582.3;646.27;584.88;590.39;727.93;;;Grupo 6;85.90;86.21;90.60;9.40;0.00;De 61 a 90 alunos
2015;33;RJ;3303302;Niterói;33055980;COL VITAL BRASIL;4;1;15;0;10;66.67;488.02;572.21;532.5;441.52;558.00;;;Grupo 5;40.00;0.00;77.90;22.10;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33055998;COLEGIO ARGUMENTO;4;1;57;;34;59.60;530.13;560.43;555.94;548.94;614.71;;;;;;88.60;10.50;0.90;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33055998;COLEGIO ARGUMENTO;4;1;46;;42;91.30;509.18;573.97;556.44;552.47;605.36;;;;;;91.80;8.20;0.00;De 31 a 60 alunos
2011;33;RJ;3303302;Niterói;33055998;COLEGIO ARGUMENTO;4;1;54;;44;81.48;524.5;551.19;585.1;608.18;604.09;;;;;;88.20;10.80;1.00;De 31 a 60 alunos
2012;33;RJ;3303302;Niterói;33055998;COLEGIO ARGUMENTO;4;1;39;;38;97.44;531.96;570.08;550.26;583.76;566.32;;;;;;90.10;8.50;1.40;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33055998;COLEGIO ARGUMENTO;4;1;37;0;34;91.89;530.04;579.86;546.17;558.35;620.00;;;;71.80;;86.20;12.30;1.50;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33055998;COLEGIO ARGUMENTO;4;1;24;0;19;79.17;525.63;585.93;542.87;547.38;668.42;;;;86.40;10.53;75.90;22.20;1.90;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33055998;COLEGIO ARGUMENTO;4;1;21;0;21;100.00;525.71;589.95;550.88;533.15;658.10;;;Grupo 5;89.70;4.76;48.60;51.40;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33056021;CENTRO EDUC ALZIRA BITTENCOURT;4;1;18;;17;94.40;543.12;560.72;576.08;562.89;672.06;;;;;;75.30;24.70;0.00;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33056021;CENTRO EDUC ALZIRA BITTENCOURT;4;1;26;;21;80.80;570.91;621.81;569.62;641.96;672.62;;;;;;70.70;29.30;0.00;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33056021;CENTRO EDUC ALZIRA BITTENCOURT;4;1;23;;17;73.91;557.39;573.36;589.09;657.04;728.24;;;;;;62.90;37.10;0.00;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33056021;CENTRO EDUC ALZIRA BITTENCOURT;4;1;53;0;48;90.57;534.37;593.3;566.14;595.67;603.33;;;;70.60;;82.40;17.60;0.00;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33056021;CENTRO EDUC ALZIRA BITTENCOURT;4;1;48;0;43;89.58;523.92;592.01;561.53;554.95;595.81;;;;61.80;39.53;72.80;27.20;0.00;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33056021;CENTRO EDUC ALZIRA BITTENCOURT;4;1;39;0;38;97.44;505.2;583.45;543.36;507.65;603.16;;;Grupo 5;70.60;76.32;68.30;31.00;0.70;De 31 a 60 alunos
2012;33;RJ;3303302;Niterói;33056358;CE CONSELHEIRO JOSINO;2;1;12;;11;91.67;427.06;467.54;468.33;462.18;385.45;;;;;;70.50;19.20;10.30;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33056358;CE CONSELHEIRO JOSINO;2;1;15;0;11;73.33;456.38;514.66;468.15;424.41;445.45;;;Grupo 4;55.80;81.82;84.30;12.00;3.70;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33056439;CE EMBAIXADOR RAUL FERNANDES;2;1;19;;10;52.63;424.21;431.62;487.47;471.14;510.00;;;;;;70.10;26.00;3.90;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33056439;CE EMBAIXADOR RAUL FERNANDES;2;1;21;;13;61.90;449.78;516.28;512.04;500.02;449.23;;;;;;86.10;13.90;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33056439;CE EMBAIXADOR RAUL FERNANDES;2;1;25;0;13;52.00;448.85;498.68;469.33;393.28;406.15;;;;72.70;76.92;73.80;26.20;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33056471;C E JOSE BONIFACIO;2;1;30;;19;51.40;475.89;489.14;486.84;444.64;544.74;;;;;;67.90;17.20;14.90;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33056471;CE JOSE BONIFACIO;2;1;36;0;24;66.67;452.09;489.65;461.95;476.88;474.17;;;;50.00;;75.00;19.70;5.30;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33056471;CE JOSE BONIFACIO;2;1;28;0;19;67.86;473.06;529.58;502.96;436.24;434.74;;;;64.20;68.42;78.30;13.80;7.90;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33056471;CE JOSE BONIFACIO;2;1;57;0;34;59.65;467.94;558.81;497.63;449.72;507.65;;;Grupo 3;62.70;67.65;80.30;18.40;1.30;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33056480;C E LEOPOLDO FROES;2;1;94;;31;30.80;478.12;478.34;484.82;472.62;569.35;;;;;;67.40;18.80;13.80;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33056480;CE LEOPOLDO FROES;2;1;101;;43;42.60;457.47;509.86;490.2;438.27;598.26;;;;;;62.00;17.20;20.80;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33056480;CE LEOPOLDO FROES;2;1;78;0;47;60.26;461.12;526.15;499.14;423.08;459.15;;;;66.10;87.23;79.60;11.90;8.50;De 61 a 90 alunos
2015;33;RJ;3303302;Niterói;33056480;CE LEOPOLDO FROES;2;1;88;3;54;61.36;436.47;512.87;479.58;437.96;484.44;;;Grupo 3;83.30;87.04;94.50;5.00;0.50;De 61 a 90 alunos
2009;33;RJ;3303302;Niterói;33056498;C E MANUEL DE ABREU;2;1;191;;86;45.00;484.48;488.2;502.39;468.47;593.98;;;;;;71.50;18.70;9.80;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33056498;CE MANUEL DE ABREU;2;1;183;;94;51.40;477.76;512;517.12;491.69;592.61;;;;;;71.80;17.30;10.90;Maior que 90 alunos
2011;33;RJ;3303302;Niterói;33056498;CE MANUEL DE ABREU;2;1;187;;119;63.64;448.37;448.73;511.54;501.24;520.67;;;;;;80.20;13.20;6.60;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33056498;CE MANUEL DE ABREU;2;1;189;;133;70.37;465.66;514.15;489.87;506.5;512.78;;;;;;78.30;13.60;8.10;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33056498;CE MANUEL DE ABREU;2;1;185;1;108;58.38;465.56;504.79;488.65;496;532.22;;;;71.50;;85.00;10.00;5.00;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33056498;CE MANUEL DE ABREU;2;1;161;1;114;70.81;490.6;553.52;524.32;482.16;522.11;;;;74.10;74.56;82.30;14.10;3.60;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33056498;CE MANUEL DE ABREU;2;1;220;2;156;70.91;469.26;557.34;509.56;461.28;557.44;;;Grupo 4;71.80;79.49;81.90;15.40;2.70;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33056501;C E MARIA PEREIRA DAS NEVES;2;1;20;;10;31.90;413.24;439.46;413.12;428.61;;;;;;;75.00;14.10;10.90;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33056501;CE MARIA PEREIRA DAS NEVES;2;1;20;;10;22.80;436.97;481.1;466.24;431.22;517.50;;;;;;73.60;9.90;16.50;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33056501;CE MARIA PEREIRA DAS NEVES;2;1;21;;14;66.67;438.63;474.44;430.74;451.36;377.14;;;;;;70.50;23.20;6.30;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33056501;CE MARIA PEREIRA DAS NEVES;2;1;15;0;10;66.67;440.1;507.68;488.08;488.54;492.00;;;;56.10;;78.60;13.60;7.80;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33056560;EE PINTO LIMA;2;1;26;;21;22.80;470.25;557.72;528.5;523.8;663.75;;;;;;69.40;20.70;9.90;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33056560;CE PINTO LIMA;2;1;20;;16;80.00;465.93;484.98;551.81;525.16;535.00;;;;;;77.50;12.40;10.10;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33056560;CE PINTO LIMA;2;1;33;;32;96.97;446.78;508.62;474.28;454.86;463.75;;;;;;75.30;14.30;10.40;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33056560;CE PINTO LIMA;2;1;38;0;23;60.53;452.01;492.4;471.18;506.9;512.17;;;;87.70;;69.60;25.40;5.00;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33056560;CE PINTO LIMA;2;1;21;0;16;76.19;482.41;517.53;490.83;444.75;416.25;;;;89.40;81.25;60.10;24.20;15.70;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33056560;CE PINTO LIMA;2;1;28;1;21;75.00;464.73;553.27;495.51;467.9;473.33;;;Grupo 3;78.20;71.43;72.10;22.90;5.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33057010;E T E HENRIQUE LAGE;2;1;493;;269;54.60;552.06;557.67;559.31;541.47;600.86;;;;;;75.40;15.40;9.20;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33057010;E T E HENRIQUE LAGE;2;1;530;;321;60.60;537.37;597.15;566.99;590.41;626.13;;;;;;74.70;15.00;10.30;Maior que 90 alunos
2011;33;RJ;3303302;Niterói;33057010;E T E HENRIQUE LAGE;2;1;468;;338;72.22;523.88;536.08;572.35;616.72;590.00;;;;;;81.80;12.80;5.40;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33057010;E T E HENRIQUE LAGE;2;1;512;;346;67.58;530.76;589.11;545.74;619.69;606.24;;;;;;78.70;17.00;4.30;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33057010;E T E HENRIQUE LAGE;2;1;443;0;329;74.27;522.64;574.22;548.66;599.77;589.85;;;;80.40;;88.90;8.20;2.90;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33057010;E T E HENRIQUE LAGE;2;1;466;1;378;81.12;532.32;600.13;560.71;566.42;600.42;;;;75.00;95.24;82.40;10.60;7.00;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33057010;E T E HENRIQUE LAGE;2;1;481;1;423;87.94;518.03;607.95;555.92;551.61;599.57;;;Grupo 4;72.30;98.11;85.00;11.40;3.60;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33057109;INSTITUTO ABEL;4;1;319;;301;94.40;634.13;660.14;639.26;648.1;698.05;;;;;;92.30;7.70;0.00;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33057109;INSTITUTO ABEL;4;1;248;;253;100.00;606.73;679.22;627.45;697.39;716.70;;;;;;87.40;12.60;0.00;Maior que 90 alunos
2011;33;RJ;3303302;Niterói;33057109;COLEGIO LA SALLE ABEL;4;1;213;;190;89.20;607.7;606.08;627.15;731.43;684.00;;;;;;;;;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33057109;COLEGIO LA SALLE ABEL;4;1;220;;218;99.09;600.61;647.85;594.54;707.6;684.50;;;;;;94.40;5.60;0.00;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33057109;COLEGIO LA SALLE ABEL;4;1;198;0;194;97.98;592.6;648.41;590.42;672.42;741.65;;;;68.00;;94.00;6.00;0.00;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33057109;COLEGIO LA SALLE ABEL;4;1;230;0;226;98.26;601.29;650.07;600.94;676.24;763.89;;;;67.60;88.05;87.70;12.30;0.00;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33057109;COLEGIO LA SALLE ABEL;4;1;182;0;177;97.25;577.3;645.54;593.42;658.97;780.11;;;Grupo 6;72.50;83.05;91.30;8.70;0.00;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33057117;I E PROF ISMAEL COUTINHO;2;1;192;;36;18.80;502.25;520.74;555.17;465.91;607.64;;;;;;70.00;29.20;0.80;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33057117;IE PROFESSOR ISMAEL COUTINHO;2;1;180;;39;21.70;463.99;534.22;522.99;465.02;627.63;;;;;;67.40;16.30;16.30;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33057117;IE PROFESSOR ISMAEL COUTINHO;2;1;112;;59;52.68;426.05;508.06;487.79;466.9;537.63;;;;;;67.60;22.10;10.30;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33057117;IE PROFESSOR ISMAEL COUTINHO;2;1;62;4;40;64.52;454.61;493.88;483.74;478.12;575.25;;;;80.80;;71.60;17.70;10.70;De 61 a 90 alunos
2014;33;RJ;3303302;Niterói;33057117;IE PROFESSOR ISMAEL COUTINHO;2;1;55;0;37;67.27;473.5;541.01;523.14;442.89;553.51;;;;75.20;89.19;70.10;24.10;5.80;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33057117;IE PROFESSOR ISMAEL COUTINHO;2;1;39;0;29;74.36;446.93;554.36;502.69;449.27;557.24;;;Grupo 3;75.00;86.21;69.80;27.40;2.80;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33057176;INST EDUC TAURUS;4;1;21;;11;52.40;520.01;518.03;539.65;545.24;600.00;;;;;;94.60;3.60;1.80;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33057176;INST EDUC TAURUS;4;1;12;;10;83.33;494.04;545.91;494.85;537.12;592.00;;;;;;76.90;17.30;5.80;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33057176;INST EDUC TAURUS;4;1;16;0;15;93.75;505.1;576.59;510.39;494.79;538.67;;;;50.00;86.67;90.40;3.80;5.80;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33057176;INST EDUC TAURUS;4;1;16;0;14;87.50;504.86;594.21;537.58;511.04;590.00;;;Grupo 3;54.30;71.43;85.00;12.50;2.50;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33057206;INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO;4;1;56;;52;92.90;683.21;674.83;654.31;725.5;725.00;;;;;;94.60;5.40;0.00;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33057206;INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO;4;1;46;;45;97.80;637.45;686.35;651.82;757.5;741.11;;;;;;89.70;9.70;0.60;De 31 a 60 alunos
2011;33;RJ;3303302;Niterói;33057206;INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO;4;1;43;;43;100.00;650.04;621.72;640.56;772.24;726.51;;;;;;97.10;2.90;0.00;De 31 a 60 alunos
2012;33;RJ;3303302;Niterói;33057206;INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO;4;1;40;;40;100.00;635.07;673.85;616.29;775.34;707.00;;;;;;95.10;4.90;0.00;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33057206;INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO;4;1;58;1;55;94.83;652.8;686.11;610.79;745.08;771.27;;;;88.00;;94.30;5.70;0.00;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33057206;INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO;4;1;56;0;56;100.00;666.48;676.06;625.76;780.6;763.57;;;;87.50;82.14;96.90;3.10;0.00;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33057206;INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO;4;1;74;0;72;97.30;642.83;681.78;622.21;766.24;821.11;;;Grupo 6;87.80;95.83;98.80;1.20;0.00;De 61 a 90 alunos
2015;33;RJ;3303302;Niterói;33057443;CENTRO DE ENS INT RABELLO AMIN JD ESC LAPIS DE COR;4;1;12;0;10;83.33;528.4;597.8;549.47;508.89;624.00;;;Grupo 4;35.70;40.00;66.70;31.10;2.20;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;629;;305;48.50;499.15;514.11;516.46;483.42;589.32;;;;;;56.30;32.50;11.20;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;609;;401;65.80;493.72;554.25;545.73;531.07;616.67;;;;;;54.70;29.30;16.00;Maior que 90 alunos
2011;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;547;;285;52.10;483.41;496.85;546.21;552.84;583.51;;;;;;69.20;30.70;0.10;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;415;;361;86.99;480.48;544.09;512.64;530.56;558.01;;;;;;66.40;30.00;3.60;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;429;1;335;78.09;479.89;537.5;519.97;531.09;561.61;;;;60.10;;72.40;18.40;9.20;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;422;0;329;77.96;482.37;562.32;532.41;477.27;553.58;;;;84.60;60.79;75.30;21.40;3.30;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33057508;LICEU NILO PECANHA;2;1;392;0;334;85.20;478.67;566.66;522.34;474.9;578.80;;;Grupo 3;74.10;64.07;73.00;23.60;3.40;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33057702;C E PROFª ALCINA RODRIGUES LIMA;2;1;145;;35;24.10;497.46;513.99;514.95;489.58;636.36;;;;;;48.20;21.20;30.60;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33057702;CE PROFESSORA ALCINA RODRIGUES LIMA;2;1;146;;53;36.30;483.71;551.17;527.59;513.09;578.37;;;;;;55.40;20.40;24.20;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33057702;CE PROFESSORA ALCINA RODRIGUES LIMA;2;1;100;0;72;72.00;467.78;518.61;498.72;500.8;544.72;;;;87.00;;62.00;26.00;12.00;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33057702;CE PROFESSORA ALCINA RODRIGUES LIMA;2;1;100;1;59;59.00;470.58;551.7;509.5;476.88;535.25;;;;90.20;71.19;67.60;13.20;19.20;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33057702;CE PROFESSORA ALCINA RODRIGUES LIMA;2;1;93;1;70;75.27;479.78;559.1;508.01;471.8;539.29;;;Grupo 3;89.30;70.00;72.50;26.90;0.60;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33057729;COLEGIO CENECISTA ATHAYDE PARREIRAS;4;1;11;;10;90.91;492.99;552.45;508.18;504.99;556.00;;;;;;94.60;5.40;0.00;De 1 a 30 alunos
